11.83989,0.04271,3.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
14.83989,0.04271,1.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
20.83989,0.04271,1.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
14.83989,0.04271,0.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
13.83989,0.04271,0.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
10.83989,0.04271,2.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
12.75252,1.70582,4.38519,1.93834,0.33213,0.09407,0.47843,0.43597,0.17099,2.10636
9.75252,3.70582,5.38519,0.93834,0.33213,0.09407,0.47843,0.43597,0.17099,2.10636
7.75252,1.70582,6.38519,4.93834,1.33213,0.09407,0.47843,0.43597,0.17099,2.10636
2.75252,3.70582,4.38519,2.93834,0.33213,0.09407,0.47843,0.43597,0.17099,9.10636
3.75252,2.70582,4.38519,0.93834,0.33213,0.09407,3.47843,0.43597,0.17099,6.10636
5.75252,1.70582,4.38519,0.93834,0.33213,0.09407,0.47843,0.43597,0.17099,8.10636
1.75252,0.70582,3.38519,1.93834,0.33213,0.09407,0.47843,2.43597,0.17099,5.10636
2.75252,0.70582,2.38519,1.93834,1.33213,0.09407,0.47843,0.43597,0.17099,15.10636
3.75252,0.70582,7.38519,0.93834,0.33213,0.09407,0.47843,0.43597,0.17099,6.10636
2.75252,0.70582,12.38519,0.93834,0.33213,0.09407,1.47843,1.43597,0.17099,3.10636
2.75252,0.70582,13.38519,2.93834,1.33213,0.09407,1.47843,1.43597,0.17099,6.10636
3.75252,0.70582,9.38519,1.93834,0.33213,0.09407,2.47843,1.43597,0.17099,5.10636
1.75252,0.70582,5.38519,3.93834,0.33213,0.09407,0.47843,0.43597,1.17099,5.10636
0.83989,0.04271,10.69606,1.11662,0.04271,1.07874,3.08329,0.07874,0.04271,2.12077
0.83989,0.04271,13.69606,0.11662,0.04271,0.07874,0.08329,1.07874,0.04271,0.12077
1.83989,0.04271,10.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,1.12077
1.83989,0.04271,7.69606,1.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
3.83989,0.04271,11.69606,0.11662,0.04271,0.07874,0.08329,0.07874,0.04271,0.12077
