4973.97268,153.38464,1493.95398,29.40603,8.20137,5.26235,56.47552,2.25138,0.15902,1.36814
6163.97268,26.38464,453.95398,2.40603,4.20137,10.26235,61.47552,1.25138,0.15902,0.36814
6537.97268,9.38464,72.95398,1.40603,0.20137,22.26235,65.47552,1.25138,0.15902,13.36814
6553.97268,23.38464,1.95398,1.40603,0.20137,51.26235,91.47552,0.25138,0.15902,0.36814
6535.97268,48.38464,0.95398,2.40603,0.20137,50.26235,85.47552,0.25138,0.15902,0.36814
6398.97268,91.38464,30.95398,50.40603,0.20137,57.26235,90.47552,0.25138,4.15902,0.36814
5231.97268,222.38464,630.95398,318.40603,9.20137,10.26235,249.47552,6.25138,2.15902,43.36814
4022.97268,754.38464,971.95398,442.40603,20.20137,47.26235,309.47552,16.25138,4.15902,135.36814
2107.97268,582.38464,1984.95398,689.40603,36.20137,39.26235,381.47552,80.25138,23.15902,799.36814
608.97268,599.38464,2716.95398,604.40603,37.20137,27.26235,349.47552,44.25138,8.15902,1728.36814
911.97268,858.38464,2175.95398,596.40603,43.20137,42.26235,274.47552,45.25138,9.15902,1767.36814
745.97268,461.38464,1856.95398,518.40603,57.20137,56.26235,148.47552,158.25138,15.15902,2706.36814
153.97268,69.38464,1617.95398,431.40603,31.20137,26.26235,137.47552,405.25138,8.15902,3843.36814
255.97268,85.38464,1926.95398,508.40603,37.20137,35.26235,288.47552,210.25138,23.15902,3353.36814
230.97268,106.38464,2868.95398,496.40603,66.20137,42.26235,388.47552,210.25138,19.15902,2295.36814
266.97268,57.38464,3091.95398,701.40603,68.20137,78.26235,500.47552,447.25138,26.15902,1486.36814
350.97268,121.38464,3287.95398,768.40603,51.20137,55.26235,716.47552,497.25138,34.15902,841.36814
198.97268,71.38464,3508.95398,825.40603,62.20137,59.26235,506.47552,368.25138,27.15902,1096.36814
173.97268,80.38464,3956.95398,710.40603,46.20137,33.26235,378.47552,272.25138,16.15902,1056.36814
115.97268,30.38464,4763.95398,603.40603,33.20137,21.26235,316.47552,175.25138,9.15902,655.36814
123.97268,62.38464,5486.95398,247.40603,24.20137,20.26235,278.47552,122.25138,5.15902,353.36814
249.97268,70.38464,5665.95398,153.40603,26.20137,9.26235,197.47552,73.25138,5.15902,273.36814
752.97268,146.38464,5228.95398,76.40603,17.20137,9.26235,207.47552,95.25138,4.15902,186.36814
1998.97268,213.38464,4223.95398,77.40603,16.20137,12.26235,78.47552,82.25138,2.15902,19.36814
