1128.86222,18.31980,102.86468,7.37555,2.17992,3.27106,0.32410,0.23700,0.13131,1.26635
1140.86222,0.31980,110.86468,0.37555,0.17992,10.27106,0.32410,0.23700,0.13131,0.26635
1197.86222,1.31980,26.86468,0.37555,0.17992,22.27106,0.32410,1.23700,0.13131,13.26635
1202.86222,5.31980,1.86468,1.37555,0.17992,51.27106,0.32410,0.23700,0.13131,0.26635
1204.86222,4.31980,0.86468,2.37555,0.17992,50.27106,0.32410,0.23700,0.13131,0.26635
1173.86222,23.31980,3.86468,3.37555,0.17992,57.27106,1.32410,0.23700,0.13131,0.26635
1079.86222,17.31980,96.86468,51.37555,0.17992,3.27106,14.32410,0.23700,0.13131,0.26635
898.86222,98.31980,98.86468,48.37555,4.17992,24.27106,79.32410,6.23700,0.13131,5.26635
549.86222,104.31980,165.86468,153.37555,4.17992,6.27106,142.32410,41.23700,11.13131,85.26635
141.86222,105.31980,501.86468,166.37555,12.17992,5.27106,121.32410,33.23700,3.13131,173.26635
278.86222,147.31980,377.86468,62.37555,7.17992,7.27106,93.32410,12.23700,4.13131,273.26635
174.86222,124.31980,312.86468,67.37555,13.17992,14.27106,7.32410,23.23700,3.13131,523.26635
28.86222,19.31980,261.86468,141.37555,3.17992,2.27106,29.32410,125.23700,1.13131,651.26635
41.86222,9.31980,419.86468,129.37555,4.17992,8.27106,77.32410,26.23700,3.13131,544.26635
21.86222,21.31980,457.86468,47.37555,5.17992,3.27106,110.32410,3.23700,4.13131,589.26635
37.86222,6.31980,456.86468,164.37555,16.17992,8.27106,128.32410,73.23700,5.13131,367.26635
12.86222,4.31980,588.86468,147.37555,5.17992,8.27106,99.32410,129.23700,8.13131,260.26635
30.86222,8.31980,623.86468,164.37555,15.17992,9.27106,111.32410,96.23700,5.13131,199.26635
41.86222,11.31980,784.86468,120.37555,12.17992,5.27106,155.32410,21.23700,1.13131,110.26635
23.86222,8.31980,886.86468,112.37555,12.17992,4.27106,142.32410,55.23700,6.13131,12.26635
32.86222,11.31980,986.86468,28.37555,6.17992,7.27106,132.32410,51.23700,0.13131,7.26635
34.86222,9.31980,1053.86468,26.37555,4.17992,5.27106,108.32410,20.23700,1.13131,0.26635
138.86222,27.31980,923.86468,11.37555,2.17992,1.27106,134.32410,20.23700,3.13131,1.26635
413.86222,54.31980,686.86468,20.37555,2.17992,1.27106,60.32410,24.23700,0.13131,0.26635
