12.01865,0.18430,4.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
15.01865,0.18430,2.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
21.01865,0.18430,2.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
15.01865,0.18430,1.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
14.01865,0.18430,1.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
11.01865,0.18430,3.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
12.01865,1.18430,3.07891,1.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
9.01865,3.18430,4.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
7.01865,1.18430,5.07891,4.29414,1.09804,0.05356,0.15867,0.14837,0.05356,0.47172
2.01865,3.18430,3.07891,2.29414,0.09804,0.05356,0.15867,0.14837,0.05356,7.47172
3.01865,2.18430,3.07891,0.29414,0.09804,0.05356,3.15867,0.14837,0.05356,4.47172
5.01865,1.18430,3.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,6.47172
1.01865,0.18430,2.07891,1.29414,0.09804,0.05356,0.15867,2.14837,0.05356,3.47172
2.01865,0.18430,1.07891,1.29414,1.09804,0.05356,0.15867,0.14837,0.05356,13.47172
3.01865,0.18430,6.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,4.47172
2.01865,0.18430,11.07891,0.29414,0.09804,0.05356,1.15867,1.14837,0.05356,1.47172
2.01865,0.18430,12.07891,2.29414,1.09804,0.05356,1.15867,1.14837,0.05356,4.47172
3.01865,0.18430,8.07891,1.29414,0.09804,0.05356,2.15867,1.14837,0.05356,3.47172
1.01865,0.18430,4.07891,3.29414,0.09804,0.05356,0.15867,0.14837,1.05356,3.47172
1.01865,0.18430,11.07891,1.29414,0.09804,1.05356,3.15867,0.14837,0.05356,2.47172
1.01865,0.18430,14.07891,0.29414,0.09804,0.05356,0.15867,1.14837,0.05356,0.47172
2.01865,0.18430,11.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,1.47172
2.01865,0.18430,8.07891,1.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
4.01865,0.18430,12.07891,0.29414,0.09804,0.05356,0.15867,0.14837,0.05356,0.47172
